Title,css146c3p1,cssg5y9jx_divcontainsclass_cssg5y9jx,cssg5y9jx,cssg5y9jx1,cssg5y9jx2,cssg5y9jx3,css146c3p14
Nice budget phone nice to carry for parents,4,,4,Delightful,Review for: Color Black • RAM 32 MB,Flipkart Customer," · Dec, 2024"
Very nice product,5,,5,Brilliant,Review for: Color Black • RAM 32 MB,Saroj Kumar  Sethi," · Oct, 2024"
Nice phone in this price.,5,,5,Super!,Review for: Color Black • RAM 32 MB,Sumit Tripathi," · Aug, 2020"
Good 👍 product..for veluwal money,3,,3,Good,Review for: Color Black • RAM 32 MB,Flipkart Customer, · 9 months ago
Nyc products,4,,4,Really Nice,Review for: Color Black • RAM 32 MB,Bikash kumar behera," · Sep, 2020"
Very Nice ❤️,5,,5,Just wow!,Review for: Color Black • RAM 32 MB,Manoj Giri, · 10 months ago
Memory card holder not good,3,,3,Fair,Review for: Color Black • RAM 32 MB,, · 8 months ago
Not bad,3,,3,Just okay,Review for: Color Black • RAM 32 MB,Sandip Halder, · 10 months ago
Good,5,,5,Wonderful,Review for: Color Black • RAM 32 MB,Rajendra singh," · Jan, 2025"
Extremely good product and cheaper,5,,5,Must buy!,Review for: Color Black • RAM 32 MB,Flipkart Customer, · 3 months ago
Very nice phone,5,,5,Best in the market!,Review for: Color Black • RAM 32 MB,Ganesh  Arjya , · 8 months ago
That phone automatically switch off for using time,5,,5,Mind-blowing purchase,Review for: Color Black • RAM 32 MB,Ashok Kumar, · 10 months ago
Useful 👍 phone,5,,5,Must buy!,Review for: Color Black • RAM 32 MB,Murari  Kumar , · 11 months ago
Super quality,5,,5,Great product,Review for: Color Black • RAM 32 MB,Flipkart Customer, · 11 months ago
Very good product,5,,5,Must buy!,Review for: Color Black • RAM 32 MB,sonu patel Patel, · 11 months ago
Very good product 👍😁,5,,5,Simply awesome,Review for: Color Black • RAM 32 MB,, · 11 months ago
Nice phone in this price range.,4,,4,Really Nice,Review for: Color Black • RAM 4 MB,," · Aug, 2019"
lava A1 josh battery and mobile phone are giving good performance.,4,,4,Value-for-money,Review for: Color Black • RAM 4 MB,vikash pal," · Jun, 2019"
good,5,,5,Best in the market!,Review for: Color Black • RAM 4 MB,VISHWAS  DIVILKAR," · Jun, 2019"
Best mobile in this range my mom is very happy  to see this mobile ??????,5,,5,Awesome,Review for: Color Black • RAM 4 MB,," · Sep, 2019"
This product is value for money. In this price it is amazing for basic phone users.,5,,5,Just wow!,Review for: Color Black • RAM 4 MB,," · Aug, 2019"
VGA camera is no special. Display was good as texts were large and easy to see. Ringtone was fairly louder. Battery backup good. 4/5 days for normal household usage. Overall good value for money if yo...,3,,3,Just okay,Review for: Color Black • RAM 4 MB,Babita Das," · Feb, 2020"
excellent 👍,5,,5,Excellent,Review for: Color Black • RAM 4 MB,Kuldeep Aggarwal," · Jun, 2019"
I've taken this for my mother and she felt happy with it and easily usable for basic needs. thank you! To both lava and Flipkart 👍🏻,4,,4,Wonderful,Review for: Color Black • RAM 4 MB,Srikanth Ballamudi," · Jul, 2019"
"if you think that it's battery power 800mah so it's battery performance will be very bad,then you are wrong,it's battery performance is super, overall super phone👌🏻",5,,5,Simply awesome,Review for: Color Black • RAM 4 MB,," · Jan, 2020"
nice,5,,5,Super!,Review for: Color Black • RAM 4 MB,Amulya Aj," · Aug, 2019"
Mobile is good and very light wait,3,,3,Just okay,Review for: Color Black • RAM 4 MB,, · 7 months ago
Good phone at this price but camera very low quality overall good👍,4,,4,Good choice,Review for: Color Dark Blue • RAM 4 MB,, · 7 months ago
"I bought this mobile for my family 🥰.

Okok but battery fast consume 🥲.

Display Ok 😁.

Camera iphone 17 pro Max same to same 💀

Lava Jay Bharat 🇮🇳🪷.",3,,3,Does the job,Review for: Color Light Blue • RAM 4 MB,, · 5 months ago
Just ok,3,,3,Nice,Review for: Color Black • RAM 4 MB,Gopinath Gopinath Gopi gopi, · 6 months ago
"Call clarity is low , anyone buying it should really consider this , i mean this is the only thing that matters in these phones",4,,4,Good choice,Review for: Color Black • RAM 4 MB,Anuj Kumar, · 4 months ago
"Very good nice product,,⭐⭐⭐⭐⭐",5,,5,Simply awesome,Review for: Color Dark Blue • RAM 4 MB,, · 5 months ago
Worst thing,3,,3,Could be way better,Review for: Color Black • RAM 4 MB,Flipkart Customer, · 6 months ago
"Very light weight... nice looking, bright display 🧡🧡👌
Lava a2 smart 👌👌",5,,5,Best in the market!,Review for: Color Dark Blue • RAM 4 MB,Gireesh KS, · 1 month ago
Very good morning,5,,5,Worth every penny,Review for: Color Dark Blue • RAM 4 MB,Sathish Kumar, · 6 months ago
Ok good 👌,4,,4,Wonderful,Review for: Color Light Blue • RAM 4 MB,Flipkart Customer, · 4 months ago
Beautiful ❤ mobile phone nice🤩,5,,5,Simply awesome,Review for: Color Carbon Black • RAM 8 GB • Storage 128 GB,, · 6 months ago
Very good mobil value of money,5,,5,Mind-blowing purchase,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,Srikanth  Berugu srikanth , · 9 months ago
Good,5,,5,Just wow!,Review for: Color Carbon Black • RAM 8 GB • Storage 128 GB,Sumit Kumar, · 8 months ago
Worh for Money,5,,5,Super!,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,viswakshen simha, · 8 months ago
Best phone but gaming,4,,4,Good choice,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,Kartik Mandal, · 8 months ago
"Battery 10/10
Display 7/10
Phone performance 6/10
Game performance 3/10
Single slot for sim 
This mobile only better for parents like house hold works....",3,,3,Decent product,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,Dinesh Sunny, · 7 months ago
Very nice phone best for office work large battery value for money,5,,5,Must buy!,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,, · 7 months ago
Nice mobile,5,,5,Awesome,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,Topik S, · 9 months ago
Very good,5,,5,Mind-blowing purchase,Review for: Color Chrome Silver • RAM 8 GB • Storage 128 GB,john paul, · 8 months ago
Camera 📷 battery  ⚡,5,,5,Best in the market!,Review for: Color Aqua Blue • RAM 8 GB • Storage 128 GB,Chinnamaddi  Lakshminarayana  Bike Mikenik, · 8 months ago
"Camera 4/5
Battery 4.5/5
Display 3/5
Performance 4/5
Good Phone at this Price Range 
4 years Android Support and 6 years Security Patch",4,,4,Wonderful,Review for: Color Black Infinity • RAM 8 GB • Storage 256 GB,, · 4 months ago
Value for money..,5,,5,Classy product,Review for: Color Marble Mist • RAM 8 GB • Storage 256 GB,, · 9 months ago
It's all rounder phone in this price we also says best value of money,4,,4,Good quality product,Review for: Color Nexus Blue • RAM 8 GB • Storage 128 GB,, · 6 months ago
Best,5,,5,Terrific purchase,Review for: Color Marble Mist • RAM 8 GB • Storage 128 GB,Pawan  Singh, · 9 months ago
The screen quality is immersing and the sound is astonishingly loud and clear.,5,,5,Terrific,Review for: Color Black Infinity • RAM 8 GB • Storage 128 GB,, · 9 months ago
Excellent,5,,5,Perfect product!,Review for: Color Nexus Blue • RAM 8 GB • Storage 256 GB,Flipkart Customer, · 10 months ago
"Very good product.
I am using Nord CE2 since 2020. Since 5 years its working superbly. Recently display has broken. Then I go for Nord CE5 last week. Nord CE series mobiles are excellent working condi...",5,,5,Wonderful,Review for: Color Black Infinity • RAM 8 GB • Storage 256 GB,VND PRASAD CHINTA, · 9 months ago
OnePlus Quality Good,5,,5,Super!,Review for: Color Black Infinity • RAM 8 GB • Storage 128 GB,, · 9 months ago
"On paper, it's great, but in reality, it feels just good. Ex-battery doesn't feel 7100mAh. And the biggest let down is its single speaker, just didn't swallow if u've experienced double stereo speaker...",4,,4,Very Good,Review for: Color Black Infinity • RAM 8 GB • Storage 128 GB,Aditya Raj, · 8 months ago
Amazing device even it comes with sharing files and photos with iOS devices,5,,5,Great product,Review for: Color Nexus Blue • RAM 8 GB • Storage 128 GB,, · 9 months ago
Best Happy Dasara To All,5,,5,Best in the market!,Review for: Color Pantone Sparkling Grape • RAM 16 GB • Storage 512 GB,, · 7 months ago
"Excellent Machine !!
Camera is 4.5
Screen is 5
Sound is 5
Battery is 3.5
Design is 5
Awesome combination phone",5,,5,Classy product,Review for: Color Pantone Sparkling Grape • RAM 16 GB • Storage 512 GB,, · 10 months ago
Very nice phone,5,,5,Just wow!,Review for: Color Pantone Shadow • RAM 16 GB • Storage 512 GB,, · 10 months ago
Good and best mobile 2025,5,,5,Mind-blowing purchase,Review for: Color Pantone Sparkling Grape • RAM 16 GB • Storage 512 GB,Dr Dharmesh, · 10 months ago
"Moto Edge 60 pro 512/16gb 38000. Used around 1 month

Pros

1. Excellent Display (HDR in Youtube)

2. Excellent Battery (1-1.5 days on full charge)

3. Slim and feels premium

4. Great cameras for day...",5,,5,Brilliant,Review for: Color Pantone Sparkling Grape • RAM 16 GB • Storage 512 GB,, · 9 months ago
Superb must buy,4,,4,Just okay,Review for: Color Pantone Shadow • RAM 16 GB • Storage 512 GB,, · 10 months ago
Very good product,5,,5,Fabulous!,Review for: Color Pantone Shadow • RAM 16 GB • Storage 512 GB,Shivam Sharma, · 10 months ago
Well balanced phone.,5,,5,Must buy!,Review for: Color Pantone Shadow • RAM 16 GB • Storage 512 GB,Aman R, · 10 months ago
Mind blowing design and performance awesome phone 💯,5,,5,Simply awesome,Review for: Color Pantone Walnut • RAM 16 GB • Storage 512 GB,, · 8 months ago
"Excellent Phone
Good looking
Excellent Battery
Camera Quality can be Improved more, Photos gets blurred when clicked in Zooming
Display Quality Brilliant",5,,5,Super!,Review for: Color Pantone Dazzling Blue • RAM 16 GB • Storage 512 GB,Gyan Prakash Pandey, · 5 months ago
Good phone but price drop is required!!!,4,,4,Delightful,Review for: Color Black • RAM 8 GB • Storage 128 GB,, · 2 months ago
Good,4,,4,Wonderful,Review for: Color Black • RAM 8 GB • Storage 128 GB,, · 2 months ago
"Camra..bawal 💥
Design...fadu 🔥
Battery... Good 👍🏻 
Button... Mst 🥳
Haptics...tagda 👌🏻",5,,5,Wonderful,Review for: Color White • RAM 8 GB • Storage 128 GB,, · 2 months ago
"This is an honest unpaid review, so you can definitely trust this, first of all I'll start with camera i don't understand what is the problem with the camera it is so bad at 1x but in 3.5x it's amazin...",4,,4,Pretty good,Review for: Color White • RAM 8 GB • Storage 256 GB,, · 1 month ago
So I have been using this phone about 15 days and so far so my experience is very good camera is inconsistent but gives you very expressive output most of the time and display is very good very sharp ...,4,,4,Wonderful,Review for: Color White • RAM 8 GB • Storage 256 GB,, · 1 month ago
"First 'Nothing' experience!
Display is good,auto brightness could have been optimized better!
Cameras are good but inconsistent;especially with hdr scenes,night mode seems like not working at all,peri...",4,,4,Delightful,Review for: Color Black • RAM 8 GB • Storage 128 GB,, · 2 months ago
First impression was Design Design Design very Good,5,,5,Best in the market!,Review for: Color White • RAM 8 GB • Storage 256 GB,, · 2 months ago
"Go for it reviewing after 10 days of use.
Used almost every brand phones you feel unique.
My preference skip 4a pro go with 4a 256 variant.",5,,5,Best in the market!,Review for: Color Black • RAM 8 GB • Storage 256 GB,, · 2 months ago
"Good camera performance( need more software optimisation for maximum capacity of the sensors. Battery need to optimized more for good battery backup 
Design 📈
Performance- decent 
Good software exper...",4,,4,Really Nice,Review for: Color Black • RAM 8 GB • Storage 128 GB,Anurudh sajeevan, · 2 months ago
Nothing 4a is the best phone.. Good experience.valuable phone,5,,5,Classy product,Review for: Color White • RAM 8 GB • Storage 256 GB,Rahul Manjarekar, · 2 months ago
Price to high product quality low,3,,3,Does the job,Review for: Color Ace Black • RAM 4 GB • Storage 128 GB,Angad Yadav, · 1 month ago
"This is better for normal use 
But it has worst camera quality 
Battery is also good stay for full day
Display is fantastic 
Writting it after a week of use",4,,4,Really Nice,Review for: Color Amaze Purple • RAM 4 GB • Storage 128 GB,Karan  Gupta, · 19 days ago
Outstanding,5,,5,Highly recommended,Review for: Color Awesome Blue • RAM 4 GB • Storage 128 GB,Shiv shankar  Kumar, · 1 month ago
Best 5g low price phone,5,,5,Terrific,Review for: Color Awesome Blue • RAM 4 GB • Storage 64 GB,Ajay Kadari, · 18 days ago
Go,5,,5,Best in the market!,Review for: Color Awesome Blue • RAM 4 GB • Storage 64 GB,Rathod Shankar, · 1 month ago
Very good 💯,5,,5,Terrific,Review for: Color Awesome Blue • RAM 4 GB • Storage 64 GB,Vibhishan Yadav, · 28 days ago
Overall worth for that price,4,,4,Delightful,Review for: Color Ace Black • RAM 4 GB • Storage 128 GB,Chirra Saikumar, · 1 month ago
All good,5,,5,Excellent,Review for: Color Ace Black • RAM 4 GB • Storage 64 GB,Raghunath palai Palai, · 9 days ago
Value for money best phone under,5,,5,Brilliant,Review for: Color Amaze Purple • RAM 4 GB • Storage 64 GB,Saad Aamir, · 19 days ago
"Nice product, nice color",5,,5,Just wow!,Review for: Color Amaze Purple • RAM 4 GB • Storage 64 GB,Jyoti Devi, · 27 days ago
Super,5,,5,Great product,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,, · 7 months ago
Good working condition,5,,5,Brilliant,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,Kapildev Mandal, · 9 months ago
Nice cemara .   All good,4,,4,Wonderful,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,, · 9 months ago
All good 👍,5,,5,Terrific,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,SHANTANU RAJ  SINHA , · 9 months ago
Good product 👍,5,,5,Terrific,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,, · 6 months ago
"Good quality 👍 camera nice 💯, battery backup, display full, fingerprint 🫆,",5,,5,Worth every penny,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,, · 6 months ago
Good phone,4,,4,Good choice,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,Sunny kumar Sharma, · 7 months ago
Good 👍,5,,5,Great product,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,Tukaram  Rathod , · 8 months ago
Acha products,5,,5,Brilliant,Review for: Color Onyx Black • RAM 6 GB • Storage 128 GB,, · 8 months ago
Nice design and Long battery it's good,5,,5,Terrific,Review for: Color Crystal Purple • RAM 6 GB • Storage 128 GB,prasanth S, · 8 months ago
Nice photo,4,,4,Value-for-money,Review for: Color Blue • Storage 128 GB,," · Aug, 2024"
Amezing  camera and all over best phone👌,5,,5,Wonderful,Review for: Color Blue • Storage 128 GB,," · Nov, 2024"
Nice product,4,,4,Wonderful,Review for: Color Black • Storage 128 GB,," · May, 2024"
Using this Iphone 15 from 1month and it has best Camera,5,,5,Must buy!,Review for: Color Blue • Storage 256 GB,," · Apr, 2024"
Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15.,5,,5,Awesome,Review for: Color Yellow • Storage 128 GB,," · Jan, 2024"
Awesome 😎,5,,5,Fabulous!,Review for: Color Black • Storage 128 GB,," · Jan, 2025"
Awesome photography experience. Battery backup is good . Display is much better than 14 version.,5,,5,Worth every penny,Review for: Color Blue • Storage 128 GB,," · Jan, 2024"
Awesome 🔥🔥☺️,5,,5,Just wow!,Review for: Color Pink • Storage 128 GB,," · Apr, 2024"
"Awesome product very happy to hold this. Better In hand feel,matte finish. 
Good camera, Brighter screen with Dynamic Island, USB-C, great battery life.

60Hz display is a dealbreaker for some.Its not...",5,,5,Excellent,Review for: Color Blue • Storage 128 GB,," · Feb, 2024"
Very nice,4,,4,Good choice,Review for: Color Green • Storage 128 GB,," · Oct, 2023"
Nice product,5,,5,Nice,Review for: Color Blue • RAM 4 MB,Tapas  Sen, · 3 months ago
God product,4,,4,Delightful,Review for: Color Blue • RAM 4 MB,Rahul Jaykar, · 1 month ago
"we all purchase kaypad phones for our parents,what will happen if parents can see whose calling, same prob is there in this phone.During incoming call, my mom is not able to read who is calling, bcz f...",4,,4,Worth the money,Review for: Color Blue • RAM 4 MB,MANU  SHARMA, · 1 month ago
Good,5,,5,Just wow!,Review for: Color Blue • RAM 4 MB,Rajnish Kumar, · 1 month ago
"Good display good battery backup 
Good performance 
Thank you Flipkart team",5,,5,Highly recommended,Review for: Color Blue • RAM 4 MB,, · 1 month ago
All are good,5,,5,Best in the market!,Review for: Color Blue • RAM 4 MB,ANWAR  ALAM, · 1 month ago
It is waste mobile it is not working properly sound problem Flipkart may not return policy it is waste of time and money,1,,1,Absolute rubbish!,Review for: Color Blue • RAM 4 MB,madhu  sudhana, · 2 days ago
Super,5,,5,Perfect product!,Review for: Color Blue • RAM 4 MB,Sameer Sd, · 3 days ago
"Too light weight mobile.it is a Chinese piece not a moto piece.voice is too low, battery backup also bad.earphones are not supporting.One thing is good easy to operate.",2,,2,Expected a better product,Review for: Color Blue • RAM 4 MB,krish, · 3 days ago
Ok,5,,5,Awesome,Review for: Color Blue • RAM 4 MB,ujjawal kumar, · 4 days ago
Suits me,5,,5,Excellent,Review for: Color Pink • Storage 256 GB,, · 1 month ago
Super and cool photo,5,,5,Mind-blowing purchase,Review for: Color Teal • Storage 128 GB,," · Feb, 2025"
Satisfied,5,,5,Super!,Review for: Color Black • Storage 128 GB,," · Apr, 2025"
I love it ❤️❤️,5,,5,Mind-blowing purchase,Review for: Color Teal • Storage 128 GB,," · Jan, 2025"
Great phone,5,,5,Highly recommended,Review for: Color Teal • Storage 128 GB,Pranesha Mahajan, · 7 months ago
such a beautiful color 🩷🥺😍,5,,5,Wonderful,Review for: Color Pink • Storage 128 GB,, · 7 months ago
Super 💫,4,,4,Pretty good,Review for: Color Pink • Storage 128 GB,, · 7 months ago
Doing good as of now!,5,,5,Brilliant,Review for: Color Pink • Storage 128 GB,," · Apr, 2025"
Nice ones,5,,5,Fabulous!,Review for: Color Teal • Storage 128 GB,, · 7 months ago
Value for money,5,,5,Just wow!,Review for: Color Black • Storage 128 GB,, · 7 months ago
Very good phone im very happy 😊😊,5,,5,Worth every penny,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,, · 7 months ago
Thanks vivo thanks flipkart 😊,5,,5,Super!,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,, · 9 months ago
Very good Phone in this price segment,5,,5,Wonderful,Review for: Color Marine Blue • RAM 6 GB • Storage 128 GB,, · 9 months ago
"Best Phone in this Price Range.

Pros :-

1. Camera :-
Back Camera - 5/5
Front Camera - 3/5

2. Battery - 4/5 (1 day backup with heavy usage, 2 Days with Moderate Use)

3. Display - 4/5 (Good Display)...",5,,5,Super!,Review for: Color Marine Blue • RAM 6 GB • Storage 128 GB,," · May, 2025"
Nice product ❤️,5,,5,Fabulous!,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,," · Mar, 2025"
"Best segment phone
Very good budget phone
 allrounder phone",5,,5,Mind-blowing purchase,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,," · Mar, 2025"
Good,5,,5,Great product,Review for: Color Marine Blue • RAM 6 GB • Storage 128 GB,," · Mar, 2025"
"Value for money 
Go for it",5,,5,Great product,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,," · Mar, 2025"
"This phone is performance wise decent but display quality is not that perfect. 💫

Battery life is amazing 🤩 
Charging speed is a bit slow 😔 
App openings are smooth 💥
Speaker quality is not perfec...",4,,4,Good quality product,Review for: Color Pronto Purple • RAM 6 GB • Storage 128 GB,Abhishek Chattopadhyay," · Mar, 2025"
"Must buy excellent Battery backup and camera and always on display function.
Loved it..!🔥",5,,5,Wonderful,Review for: Color Marine Blue • RAM 6 GB • Storage 128 GB,," · May, 2025"
Excellent,5,,5,Awesome,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,," · Apr, 2025"
Good,4,,4,Good quality product,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,, · 11 months ago
Very good😊👍,5,,5,Mind-blowing purchase,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,, · 9 months ago
Wow nice pic 🤩💞,5,,5,Best in the market!,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,," · Apr, 2025"
Nice phone ❤ Battery backup good 👍,4,,4,Fabulous!,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,," · May, 2025"
Wonderful,5,,5,Worth every penny,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,Flipkart Customer," · Apr, 2025"
Good,5,,5,Must buy!,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,Sanjay Kumar  Kumar," · May, 2025"
Nice pro,5,,5,Excellent,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,Sagar Dahale, · 7 months ago
"Thank you flipkart 
Phone is best",5,,5,Worth every penny,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,Ritik Kumar," · May, 2025"
Excellent,5,,5,Classy product,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,ANOWAR HUSSAIN," · Apr, 2025"
Best quality,5,,5,Fabulous!,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,Archana  Gharge, · 6 months ago
Great mobile,5,,5,Super!,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,Irfan Ansari, · 7 months ago
Price comparison this phone is very good,5,,5,Terrific purchase,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,Nasir Patel," · May, 2025"
Average below for many,3,,3,Nice,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,Sirajul Islam," · Apr, 2025"
Very nice product,5,,5,Super!,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,, · 7 months ago
Nice 👍,5,,5,Great product,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,Kajal Kumari, · 11 months ago
Product Quality is very good but performance average and front  camera is very bad like a keypad mobile phone cameras.😂😆🥲,3,,3,Nice,Review for: Color Majestic Green • RAM 4 GB • Storage 64 GB,, · 10 months ago
Good performance and battery in this price range. Camera is decent and design looks nice,4,,4,Worth the money,Review for: Color Titanium Silver • RAM 4 GB • Storage 64 GB,, · 7 months ago
Voice is very loudly,5,,5,Awesome,Review for: Color Grey • RAM 32 MB,Flipkart Customer," · Feb, 2025"
This mobile charjar was blasted,2,,2,Slightly disappointed,Review for: Color Gold • RAM 32 MB,," · Feb, 2025"
very bad,2,,2,Could be way better,Review for: Color GOLD BLACK • RAM 32 MB,Vijay Prajapati," · Sep, 2024"
value for money,5,,5,Fabulous!,Review for: Color Black • RAM 32 MB,, · 8 months ago
Good 👍 product..,5,,5,Best in the market!,Review for: Color Black • RAM 32 MB,," · Mar, 2025"
Good phone ❤️👌👌,5,,5,Must buy!,Review for: Color Black • RAM 32 MB,Vijay Sharma, · 10 months ago
Very good product,5,,5,Excellent,Review for: Color Gold • RAM 32 MB,Mohit Verma," · Mar, 2025"
I don't like me,5,,5,Just wow!,Review for: Color Gold • RAM 32 MB,," · Mar, 2025"
Ok ok,5,,5,Terrific,Review for: Color Black • RAM 32 MB,Shivam singh Rajawat, · 4 months ago
Nice mobile and save budget ❤️❤️,5,,5,Awesome,Review for: Color Black • RAM 32 MB,Flipkart Customer, · 4 months ago
"After 2 months use 
Camera is average not excellent as this budget  (8 out of 10)
 but battery backup outstanding (10 out of 10)
Sound quality is good not outstanding because stereo speaker (9 out of ...",4,,4,Pretty good,Review for: Color Emerald Blaze • RAM 8 GB • Storage 128 GB,Sumanta Mudi, · 9 months ago
"Battery and Charger ✅
Display ✅
Processor and IP rating ✅
But camera is average",4,,4,Delightful,Review for: Color Emerald Blaze • RAM 8 GB • Storage 256 GB,, · 10 months ago
Awesome,5,,5,Wonderful,Review for: Color Phantom Grey • RAM 8 GB • Storage 128 GB,, · 11 months ago
"According to price mobile Performance is so good 👍
Battery performance is also 👍 
Good night 🌉",4,,4,Pretty good,Review for: Color Emerald Blaze • RAM 8 GB • Storage 128 GB,," · May, 2025"
"All round mobile 
Camera best 
Battery 🔋 woow",5,,5,Just wow!,Review for: Color Phantom Grey • RAM 8 GB • Storage 256 GB,," · May, 2025"
The Phone is good and display is awesome. The battery backup is excellent. Front camera average and back camera good. Looks beautiful.,5,,5,Wonderful,Review for: Color Emerald Blaze • RAM 8 GB • Storage 128 GB,," · May, 2025"
Very good,5,,5,Great product,Review for: Color Phantom Grey • RAM 8 GB • Storage 256 GB,," · Apr, 2025"
"This is 8gb 256 gb variant
Good for students👩 big battery🔋
Fast charging",5,,5,Perfect product!,Review for: Color Emerald Blaze • RAM 8 GB • Storage 256 GB,," · Apr, 2025"
"Phone is good and Phone camera decent 
Performance is nice [ for this price range speaker is not good",4,,4,Value-for-money,Review for: Color Emerald Blaze • RAM 8 GB • Storage 128 GB,," · May, 2025"
"Camera is Decent type, front camera amezing
Display top in class.
Battery top in class
No issue in network 
All AI features are useful one is missing AI Reflection Remover I think giving in future upd...",5,,5,Super!,Review for: Color Phantom Grey • RAM 8 GB • Storage 128 GB,," · May, 2025"
Very nice 🙂 phone,5,,5,Excellent,Review for: Color Prism White • RAM 6 GB • Storage 128 GB,Vijay  Kaushik , · 1 month ago
Very good product,5,,5,Super!,Review for: Color Prism White • RAM 6 GB • Storage 256 GB,Allah Bakhash, · 1 month ago
Good,4,,4,Very Good,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,Kasandas M, · 1 month ago
Very good,4,,4,Nice product,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,Mohd Unus Ali, · 1 month ago
Camera was bad don't buy this product it's below average phone try another series,3,,3,Decent product,Review for: Color Prism Violet • RAM 6 GB • Storage 256 GB,, · 1 month ago
Good mobile,4,,4,Good choice,Review for: Color Prism Violet • RAM 6 GB • Storage 256 GB,Subhash Pathak, · 1 month ago
Good photo good phone,4,,4,Worth the money,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,Ramvichar Kushwaha, · 15 days ago
Very nice product for normal use.,4,,4,Nice product,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,Devesh Yadav, · 16 days ago
Very good,4,,4,Delightful,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,Anusiya  Mary, · 26 days ago
Very good product,5,,5,Great product,Review for: Color Prism Violet • RAM 6 GB • Storage 128 GB,, · 10 days ago
"📱It has good Functions, Nice Look, Light weight, Battery is good, Camera wants Improvement, Speakers is very nice, Want's a Performance Improvement, I think it will be fixed in The Upcoming Updates...",4,,4,Delightful,Review for: Color Pantone COUNTRY AIR • RAM 8 GB • Storage 128 GB,, · 2 months ago
I love moto.💚,5,,5,Mind-blowing purchase,Review for: Color Pantone BLUE SURF • RAM 8 GB • Storage 256 GB,, · 2 months ago
Exllent mobile camera super display super performance also super overall good mobile,5,,5,Excellent,Review for: Color Pantone BLUE SURF • RAM 8 GB • Storage 256 GB,venki virat, · 2 months ago
"This is definitely an all-rounder phone if you are looking for a phone that will provide a good camera with a good battery and decent performance then go for it . 

It's been a month since I am using ...",5,,5,Super!,Review for: Color Pantone SILHOUETTE • RAM 8 GB • Storage 128 GB,, · 1 month ago
"Phone is good, but the primary protection is not given in the box like the back pouch and the screen guard, when I try to buy them, not available in the market as this is a newly launched mobile. Moto...",4,,4,Good quality product,Review for: Color Pantone BLUE SURF • RAM 8 GB • Storage 256 GB,Mahesh Daadi, · 2 months ago
"Camra 4.5/5
Bettry 5/5
Display 5/5
Design 5/5
Performance 5/5😘",5,,5,Best in the market!,Review for: Color Pantone SILHOUETTE • RAM 8 GB • Storage 128 GB,, · 2 months ago
Overall good,5,,5,Classy product,Review for: Color Pantone COUNTRY AIR • RAM 8 GB • Storage 128 GB,Kasi  Veeravalli, · 2 months ago
Nice in hand feel and camera are good in low light performance in gaming is also good no lag no frame drop if your budget is under30000 you will definitely buy this phone,5,,5,Fabulous!,Review for: Color Pantone SILHOUETTE • RAM 8 GB • Storage 256 GB,Flipkart Customer, · 2 months ago
